,temp_f
2017-09-02 00:00:00+00:00,91.83708125000031
2017-09-03 00:00:00+00:00,90.84648749999982
2017-09-04 00:00:00+00:00,76.14196249999966
2017-09-05 00:00:00+00:00,75.91759999999996
2017-09-06 00:00:00+00:00,79.23016874999993
2017-09-07 00:00:00+00:00,76.18694375000013
2017-09-08 00:00:00+00:00,74.1450875
2017-09-09 00:00:00+00:00,72.07848125000027
2017-09-10 00:00:00+00:00,78.32459999999998
2017-09-11 00:00:00+00:00,80.5673437499999
2017-09-12 00:00:00+00:00,77.01510625000003
2017-09-13 00:00:00+00:00,70.6764999999999
2017-09-14 00:00:00+00:00,67.05007500000023
2017-09-15 00:00:00+00:00,68.69417499999975
2017-09-16 00:00:00+00:00,68.20812499999991
2017-09-17 00:00:00+00:00,68.06812499999967
2017-09-18 00:00:00+00:00,67.57768750000022
2017-09-19 00:00:00+00:00,67.38784374999992
2017-09-20 00:00:00+00:00,67.83228125000008
2017-09-21 00:00:00+00:00,67.16884374999987
2017-09-22 00:00:00+00:00,63.21996874999995
2017-09-23 00:00:00+00:00,63.85737499999995
2017-09-24 00:00:00+00:00,67.26812499999998
2017-09-25 00:00:00+00:00,72.13040624999994
2017-09-26 00:00:00+00:00,73.21228124999989
2017-09-27 00:00:00+00:00,73.17059375
2017-09-28 00:00:00+00:00,76.08995625000006
2017-09-29 00:00:00+00:00,78.14334858870978
2017-09-30 00:00:00+00:00,73.72878891129037
2017-10-01 00:00:00+00:00,68.34490624999978
2017-10-02 00:00:00+00:00,66.72604375000014
2017-10-03 00:00:00+00:00,66.16875625
2017-10-04 00:00:00+00:00,65.6455937500001
2017-10-05 00:00:00+00:00,68.98804375000014
2017-10-06 00:00:00+00:00,73.45343750000006
2017-10-07 00:00:00+00:00,78.57200000000003
2017-10-08 00:00:00+00:00,71.2684374999999
2017-10-09 00:00:00+00:00,69.36715625000002
2017-10-10 00:00:00+00:00,72.43433125000007
2017-10-11 00:00:00+00:00,68.34937499999995
