,name_f
2017-09-19 00:00:00+00:00,67.38782
2017-09-20 00:00:00+00:00,67.83224
2017-09-21 00:00:00+00:00,67.16875999999999
2017-09-22 00:00:00+00:00,63.21992
2017-09-23 00:00:00+00:00,63.857299999999995
2017-09-24 00:00:00+00:00,67.26812
2017-09-25 00:00:00+00:00,72.13046
2017-09-26 00:00:00+00:00,73.21226
2017-09-27 00:00:00+00:00,73.17068
2017-09-28 00:00:00+00:00,76.08992
2017-09-29 00:00:00+00:00,78.14336
2017-09-30 00:00:00+00:00,73.72886
2017-10-01 00:00:00+00:00,68.34488
2017-10-02 00:00:00+00:00,66.72596
2017-10-03 00:00:00+00:00,66.16868
2017-10-04 00:00:00+00:00,65.6456
2017-10-05 00:00:00+00:00,68.98802
2017-10-06 00:00:00+00:00,73.45346
2017-10-07 00:00:00+00:00,78.57194000000001
2017-10-08 00:00:00+00:00,71.26844
2017-10-09 00:00:00+00:00,69.3671
2017-10-10 00:00:00+00:00,72.43430000000001
2017-10-11 00:00:00+00:00,68.34938
2017-10-12 00:00:00+00:00,65.09497999999999
2017-10-13 00:00:00+00:00,65.30557999999999
2017-10-14 00:00:00+00:00,68.69102000000001
2017-10-15 00:00:00+00:00,74.9426
2017-10-16 00:00:00+00:00,78.55286000000001
2017-10-17 00:00:00+00:00,79.11716000000001
2017-10-18 00:00:00+00:00,77.62100000000001
2017-10-19 00:00:00+00:00,69.34352000000001
2017-10-20 00:00:00+00:00,66.06446
2017-10-21 00:00:00+00:00,65.6627
2017-10-22 00:00:00+00:00,71.77802
2017-10-23 00:00:00+00:00,79.20086
2017-10-24 00:00:00+00:00,93.8327
2017-10-25 00:00:00+00:00,83.59502
2017-10-26 00:00:00+00:00,78.79838000000001
2017-10-27 00:00:00+00:00,74.16752
2017-10-28 00:00:00+00:00,71.36204000000001
2017-10-29 00:00:00+00:00,64.65956
2017-10-30 00:00:00+00:00,63.4532
2017-10-31 00:00:00+00:00,63.40154
2017-11-01 00:00:00+00:00,64.34204
2017-11-02 00:00:00+00:00,62.5154
2017-11-03 00:00:00+00:00,62.12228
2017-11-04 00:00:00+00:00,62.48804
2017-11-05 00:00:00+00:00,63.04748
2017-11-06 00:00:00+00:00,62.017340000000004
2017-11-07 00:00:00+00:00,64.57028
2017-11-08 00:00:00+00:00,64.63994
2017-11-09 00:00:00+00:00,62.8574
2017-11-10 00:00:00+00:00,60.51272
2017-11-11 00:00:00+00:00,59.82764
2017-11-12 00:00:00+00:00,60.19538
2017-11-13 00:00:00+00:00,60.68948
2017-11-14 00:00:00+00:00,63.600440000000006
2017-11-15 00:00:00+00:00,65.68754
2017-11-16 00:00:00+00:00,67.14518
2017-11-17 00:00:00+00:00,67.60166000000001
2017-11-18 00:00:00+00:00,63.65084
2017-11-19 00:00:00+00:00,64.11974000000001
2017-11-20 00:00:00+00:00,61.23056
2017-11-21 00:00:00+00:00,69.66968
2017-11-22 00:00:00+00:00,76.3754
2017-11-23 00:00:00+00:00,75.9974
2017-11-24 00:00:00+00:00,72.44996
2017-11-25 00:00:00+00:00,70.42208
2017-11-26 00:00:00+00:00,65.16716
2017-11-27 00:00:00+00:00,60.37124
2017-11-28 00:00:00+00:00,59.058139999999995
2017-11-29 00:00:00+00:00,64.79545999999999
2017-11-30 00:00:00+00:00,63.18428
2017-12-01 00:00:00+00:00,62.48804
2017-12-02 00:00:00+00:00,62.0321
2017-12-03 00:00:00+00:00,59.714600000000004
2017-12-04 00:00:00+00:00,56.54498
2017-12-05 00:00:00+00:00,61.36484
2017-12-06 00:00:00+00:00,65.48684
2017-12-07 00:00:00+00:00,71.98736
2017-12-08 00:00:00+00:00,63.77756
2017-12-09 00:00:00+00:00,62.16008000000001
2017-12-10 00:00:00+00:00,65.1272
2017-12-11 00:00:00+00:00,65.56694
2017-12-12 00:00:00+00:00,60.654560000000004
2017-12-13 00:00:00+00:00,62.430080000000004
2017-12-14 00:00:00+00:00,60.10754
2017-12-15 00:00:00+00:00,65.9192
2017-12-16 00:00:00+00:00,60.01916
2017-12-17 00:00:00+00:00,61.358
2017-12-18 00:00:00+00:00,61.560500000000005
2017-12-19 00:00:00+00:00,57.60644
2017-12-20 00:00:00+00:00,51.7361
2017-12-21 00:00:00+00:00,52.82996
2017-12-22 00:00:00+00:00,49.285940000000004
2017-12-23 00:00:00+00:00,51.81962
2017-12-24 00:00:00+00:00,56.96546
2017-12-25 00:00:00+00:00,54.92264
2017-12-26 00:00:00+00:00,54.47516
2017-12-27 00:00:00+00:00,58.59482
2017-12-28 00:00:00+00:00,62.20796
2017-12-29 00:00:00+00:00,64.89464000000001
2017-12-30 00:00:00+00:00,61.03418
2017-12-31 00:00:00+00:00,57.08588
